Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Scaled_price
2006-01-23,4990.667988999791,5051.447436768394,4977.836772248641,5048.07080078125,577700,0.0,0.0,-0.35000705256396114
2006-01-24,5064.2795118008025,5071.708112231501,4950.149196092797,4983.240234375,813300,0.0,0.0,-0.36173975861685664
2006-01-25,4963.65589198036,5017.682078559738,4933.26616202946,4951.5,673100,0.0,0.0,-0.3674839447410116
2006-01-26,4976.485285463292,5027.134816798581,4794.14697265625,4794.14697265625,1174700,0.0,0.0,-0.39596089502382553
2006-01-27,4861.004980798893,4994.04443359375,4781.991701727836,4994.04443359375,1126200,0.0,0.0,-0.35978446961357724
2006-01-30,5029.837597923802,5029.837597923802,4862.356431934932,4929.88916015625,791000,0.0,0.0,-0.37139496458085175
2006-01-31,4929.88893138112,4958.252675917833,4815.758625983392,4828.58984375,770000,0.0,0.0,-0.3897275994572179
2006-02-01,4827.239660560345,4896.123046875,4782.6680576508625,4896.123046875,683200,0.0,0.0,-0.3775057839618696
2006-02-02,4894.771852935069,4956.901959236121,4862.356145299736,4877.888671875,321900,0.0,0.0,-0.3808057483736049
2006-02-03,4883.2906103515625,4922.459584960938,4794.82275390625,4794.82275390625,588300,0.0,0.0,-0.39583859557154827
2006-02-06,4828.590825050389,4914.357403341494,4717.161806010765,4732.6943359375,1063200,0.0,0.0,-0.4070822805486473
2006-02-07,4754.303719723183,4882.615893977076,4694.874923226644,4879.2392578125,1199300,0.0,0.0,-0.38056132620236294
2006-02-08,4861.6813901473915,4980.53899879664,4828.590351375726,4943.39599609375,1605700,0.0,0.0,-0.3689505661351196
2006-02-09,4983.915062040441,5166.25341796875,4983.915062040441,5166.25341796875,2463600,0.0,0.0,-0.32861896381375794
2006-02-10,5159.5003022693445,5159.5003022693445,5052.123267182849,5105.47412109375,662200,0.0,0.0,-0.33961849171958386
2006-02-13,5115.6037380714315,5149.370099378833,5054.824287718107,5091.96728515625,616300,0.0,0.0,-0.34206289016531605
2006-02-14,5174.3581078125,5189.89063671875,5064.955078125,5064.955078125,3780300,0.0,0.0,-0.34695142195681156
2006-02-15,5078.461625,5098.7214453125,4990.6690703125005,5064.955078125,2485400,0.0,0.0,-0.34695142195681156
2006-02-16,5105.47485690333,5156.124409055149,5031.1888470806625,5110.2021484375,1404100,0.0,0.0,-0.3387628373869245
2006-02-17,5162.876450992232,5436.383967362652,5152.746542978513,5403.96826171875,3594400,0.0,0.0,-0.2855985408754222
2006-02-20,5375.605027542896,5503.917207848568,5368.176427630462,5470.826171875,1184600,0.0,0.0,-0.2734989364656949
2006-02-21,5476.904165632636,5528.229038208232,5436.384529388745,5527.5537109375,888200,0.0,0.0,-0.2632326750735949
2006-02-22,5470.151024005857,5551.190298435573,5444.488587103114,5476.904296875,1072100,0.0,0.0,-0.2723989483284498
2006-02-23,5389.111473570479,5436.384381233378,5349.267165683178,5395.86474609375,916300,0.0,0.0,-0.28706507390287395
2006-02-24,5402.618196065045,5497.164014496183,5335.085468614231,5440.4365234375,783800,0.0,0.0,-0.27899870041860786
2006-02-27,5510.670693799734,5601.16455078125,5500.540784436132,5601.16455078125,923600,0.0,0.0,-0.24991095980765782
2006-02-28,5605.215372782727,5649.111637750303,5349.941708817441,5372.90283203125,1364800,0.0,0.0,-0.2912206042806124
2006-03-01,5355.345542394015,5419.501636533666,5314.825903990025,5416.125,948300,0.0,0.0,-0.2833984762342757
2006-03-02,5445.164074189526,5503.917549875312,5389.111907730673,5416.125,841400,0.0,0.0,-0.2833984762342757
2006-03-03,5402.618044670846,5455.968897861971,5369.527009147238,5385.73486328125,434800,0.0,0.0,-0.28889832855384495
2006-03-06,5399.240551757813,5460.019995117187,5335.08447265625,5335.08447265625,672500,0.0,0.0,-0.2980647785420124
2006-03-07,5294.566133014896,5321.579225530278,5145.994124180294,5213.52685546875,2119700,0.0,0.0,-0.32006365762035166
2006-03-08,5213.526291464739,5213.526291464739,4971.083812366833,5051.44775390625,1744900,0.0,0.0,-0.34939590876919996
2006-03-09,5064.954238744124,5111.55181774057,5004.850115111028,5100.74658203125,996100,0.0,0.0,-0.34047405768558703
2006-03-10,5084.538814663743,5084.538814663743,4929.888875952361,5041.31787109375,1234900,0.0,0.0,-0.35122916342017096
2006-03-13,5066.305102809446,5199.344572984527,5066.305102809446,5183.13671875,960000,0.0,0.0,-0.3255635099399209
2006-03-14,5162.8764428473405,5166.2530788465865,5064.953998869202,5066.97998046875,2896400,0.0,0.0,-0.3465849654332611
2006-03-15,5066.97998046875,5066.97998046875,5066.97998046875,5066.97998046875,0,0.0,0.0,-0.3465849654332611
2006-03-16,5199.34379915284,5199.34379915284,5080.4862191228485,5179.083984375,1541000,0.0,0.0,-0.32629695318695934
2006-03-17,5198.669106911823,5301.31884765625,5186.513216560509,5301.31884765625,2859300,0.0,0.0,-0.304175509556374
2006-03-20,5247.292719614171,5341.838534381994,5237.162810889046,5281.05908203125,383600,0.0,0.0,-0.30784201885831597
2006-03-21,5284.436022539164,5370.202588016796,5201.3707662104325,5227.033203125,634400,0.0,0.0,-0.3176193475412758
2006-03-22,5199.344262928986,5200.019590148486,5135.863504296004,5150.720703125,692900,0.0,0.0,-0.33142999551635305
2006-03-23,5200.019555574446,5216.902735949688,5119.655616988295,5151.39599609375,638100,0.0,0.0,-0.33130778443073206
2006-03-24,5131.811222008244,5256.746749850266,5119.655332812804,5214.87646484375,524300,0.0,0.0,-0.31981941218242227
2006-03-27,5220.955349064609,5258.773677812199,5173.682438130121,5254.04638671875,228800,0.0,0.0,-0.31273063901646775
2006-03-28,5253.370335730156,5267.552207056848,5139.240037910591,5152.74658203125,329700,0.0,0.0,-0.3310633622594901
2006-03-29,5152.7474803729965,5152.7474803729965,5011.60406970485,5096.6953125,962000,0.0,0.0,-0.3412072358326566
2006-03-30,5132.486328125,5193.265771484374,5125.733056640624,5132.486328125,1029500,0.0,0.0,-0.33472995992808835
2006-03-31,5132.48738418266,5191.9161854731965,5101.422328962607,5102.09765625,627600,0.0,0.0,-0.34022954714768877
2006-04-03,5186.513374621162,5186.513374621162,5098.720830519502,5125.05859375,808000,0.0,0.0,-0.3360741935032629
2006-04-04,5091.966946308725,5091.966946308725,5017.680956375839,5031.1875,1718900,0.0,0.0,-0.3530625064377982
2006-04-05,5031.187972038358,5081.837515381026,4950.148702690089,4973.78515625,1441300,0.0,0.0,-0.3634508905488629
2006-04-06,4989.31737905898,5095.34375,4970.408217362492,5095.34375,1850500,0.0,0.0,-0.34145183473721114
2006-04-07,5108.8496196186625,5129.784760161713,5031.1870014750875,5118.30419921875,917100,0.0,0.0,-0.3372965694594415
2006-04-10,5153.421716486445,5153.421716486445,5044.69404038183,5098.72021484375,702500,0.0,0.0,-0.3408407793091062
2006-04-11,5117.6291308593745,5166.252685546875,5098.719970703125,5132.486328125,697400,0.0,0.0,-0.33472995992808835
2006-04-12,5149.36949219518,5178.408559495429,5078.460141810853,5152.07080078125,1388200,0.0,0.0,-0.3311856617117674
2006-04-13,5169.630054189644,5227.032869944853,5139.915655445772,5166.25341796875,1044200,0.0,0.0,-0.32861896381375794
2006-04-14,5166.254175029833,5203.397178902597,5139.241081304187,5199.34521484375,76400,0.0,0.0,-0.32263017878504857
2006-04-17,5199.34521484375,5199.34521484375,5199.34521484375,5199.34521484375,0,0.0,0.0,-0.32263017878504857
2006-04-18,5210.150729922798,5258.098973840429,5139.916682494157,5145.99462890625,1408900,0.0,0.0,-0.3322852963823874
2006-04-19,5206.772362288557,5326.980595814804,5200.019090742138,5314.82470703125,2848200,0.0,0.0,-0.30173128784395437
2006-04-20,5341.838421737938,5532.2807017543855,5335.085149396929,5504.59228515625,4817300,0.0,0.0,-0.2673881170846771
2006-04-21,5530.930090862772,5570.774397988645,5422.877732555318,5436.38427734375,2492200,0.0,0.0,-0.27973205529899003
2006-04-24,5536.332995220046,5611.294322674233,5449.891104101704,5603.86572265625,1771000,0.0,0.0,-0.2494221154651739
2006-04-25,5583.606597009202,5645.736713957055,5480.95683857362,5503.91796875,2093300,0.0,0.0,-0.2675101514369855
2006-04-26,5497.163880097787,5568.0732421875,5409.371336558142,5568.0732421875,1500600,0.0,0.0,-0.25589965646971097
2006-04-27,5572.125635467091,5576.177599327569,5389.787261745589,5405.9951171875,1035000,0.0,0.0,-0.2852317308852467
2006-04-28,5405.994788351176,5490.410696976272,5402.618152006173,5470.15087890625,442300,0.0,0.0,-0.2736211475513159
2006-05-01,5470.15087890625,5470.15087890625,5470.15087890625,5470.15087890625,0,0.0,0.0,-0.2736211475513159
2006-05-02,5470.151384900242,5605.216851194075,5463.39811158555,5584.95703125,1826200,0.0,0.0,-0.25284411422921765
2006-05-03,5604.541100084459,5707.19084670608,5604.541100084459,5622.099609375,2244200,0.0,0.0,-0.24612223942009487
2006-05-04,5622.099997915873,5622.099997915873,5530.93080876048,5537.68408203125,1646200,0.0,0.0,-0.26139933205596766
2006-05-05,5559.293236663843,5620.072681671101,5559.293236663843,5582.9296875,1120900,0.0,0.0,-0.2532110125860494
2006-05-08,5611.969615597512,5651.138597270755,5574.826615734953,5604.541015625,289800,0.0,0.0,-0.2492999043795529
2006-05-09,5604.541015625,5651.813924540984,5554.566797628102,5604.541015625,403800,0.0,0.0,-0.2492999043795529
2006-05-10,5598.463029591422,5659.242483471184,5545.787502895628,5557.26806640625,670500,0.0,0.0,-0.2578551222063029
2006-05-11,5564.69588670767,5597.7869180728,5470.150082807297,5476.22802734375,957600,0.0,0.0,-0.27252133614738333
2006-05-12,5429.631254882813,5476.904163818359,5365.4751641845705,5402.6181640625,992000,0.0,0.0,-0.2858428746800079
2006-05-15,5335.085882679912,5335.085882679912,5166.254050949536,5173.00732421875,1465600,0.0,0.0,-0.3273966762242356
2006-05-16,5254.046694906656,5294.566335227273,5149.370957411729,5200.0205078125,1170400,0.0,0.0,-0.3225079676994276
2006-05-17,5233.7865390656625,5266.877576538464,5004.8505859375,5004.8505859375,1858400,0.0,0.0,-0.3578288271436727
2006-05-18,4916.382379909591,5118.980554905865,4896.797889659951,5098.04541015625,1349400,0.0,0.0,-0.34096290202807095
2006-05-19,5110.876560793049,5115.603851480886,4929.888860173,4945.42138671875,1737900,0.0,0.0,-0.36858402124491296
2006-05-22,4929.888423641461,4950.1482390810825,4663.134187019765,4713.1083984375,2316400,0.0,0.0,-0.41062684386493714
2006-05-23,4727.965940741531,4875.862604221376,4578.718622800683,4821.83642578125,2872300,0.0,0.0,-0.39094979868008395
2006-05-24,4795.497863368512,4835.342163317638,4511.185146782377,4625.3154296875,2667300,0.0,0.0,-0.42651516866222733
2006-05-25,4659.758339311334,4713.784522955523,4501.73175215208,4707.03125,1765400,0.0,0.0,-0.4117266552688697
2006-05-26,4821.836899225224,4902.876174842455,4741.472950904804,4889.36962890625,2937700,0.0,0.0,-0.3787279831847357
2006-05-29,4925.836413739626,4990.667822530276,4896.7973452188135,4983.91455078125,484100,0.0,0.0,-0.3616177242645482
2006-05-30,4970.408442982456,4970.408442982456,4801.576634457237,4811.70654296875,3224500,0.0,0.0,-0.39278305333105495
2006-05-31,4655.611289268968,4871.342156185766,4655.611289268968,4739.81591796875,3544600,210.69472,0.0,-0.4057934528669539
2006-06-01,4801.7520870006465,4878.301757952831,4766.956782022381,4842.810546875,574800,0.0,0.0,-0.38715400896001945
2006-06-02,4933.973828822544,4971.552755022321,4837.242889160156,4871.34228515625,846400,0.0,0.0,-0.38199048013421266
2006-06-05,4871.34228515625,4871.34228515625,4871.34228515625,4871.34228515625,0,0.0,0.0,-0.38199048013421266
2006-06-06,4794.792489858774,4822.628730728781,4648.6522252912355,4704.32470703125,1568400,0.0,0.0,-0.4122164716445726
2006-06-07,4620.815813660991,4634.733933581656,4443.359784672504,4495.552734375,2805200,0.0,0.0,-0.4499989610325225
2006-06-08,4356.372009873779,4356.372009873779,4162.910121895358,4272.86328125,2337600,0.0,0.0,-0.4903001652241274
2006-06-09,4366.8106974283855,4412.044593098958,4126.72309733073,4175.4365234375,1443700,0.0,0.0,-0.5079319641496186
2006-06-12,4071.050398025779,4264.512280188372,3956.2258996199234,3994.500732421875,2417300,0.0,0.0,-0.5406768030136179
2006-06-13,3827.4833984375,4014.682131924716,3723.0974875710226,3827.4833984375,3169800,0.0,0.0,-0.5709027503406496
2006-06-14,3844.8808488090613,3982.6702439338023,3701.524205396452,3778.769775390625,2116500,0.0,0.0,-0.5797186939867234
2006-06-15,3778.769775390625,3778.769775390625,3778.769775390625,3778.769775390625,0,0.0,0.0,-0.5797186939867234
2006-06-16,3778.769775390625,3778.769775390625,3778.769775390625,3778.769775390625,0,0.0,0.0,-0.5797186939867234
2006-06-19,3827.4834310433293,3917.2553151532547,3759.2846353629207,3793.384033203125,1314400,0.0,0.0,-0.5770738799645716
2006-06-20,3793.3828952121266,3950.657621742661,3759.9794134711283,3826.786376953125,1508200,0.0,0.0,-0.5710288937424747
2006-06-21,3834.441517604795,3924.21337890625,3792.6871635110947,3924.21337890625,709200,0.0,0.0,-0.5533970506336553
2006-06-22,3989.6298101380817,4078.0098879136854,3890.115234375,3890.115234375,1027500,0.0,0.0,-0.5595679593409365
2006-06-23,3924.2134649591503,3924.2134649591503,3750.932891670477,3757.196044921875,1138500,0.0,0.0,-0.5836229979606871
2006-06-26,3758.588111527577,3812.1728707550574,3563.0385356454717,3611.751953125,2166400,0.0,0.0,-0.6099447296804115
2006-06-27,3663.944403465758,3826.786376953125,3590.874287157324,3826.786376953125,3024600,0.0,0.0,-0.5710288937424747
2006-06-28,3785.72859241453,4071.050048828125,3785.72859241453,4071.050048828125,2854900,0.0,0.0,-0.5268232972102498
2006-06-29,4126.027087200961,4269.383737557412,4078.009568392247,4176.13232421875,3054300,0.0,0.0,-0.5078060416644342
2006-06-30,4349.412446577203,4439.184319474556,4280.51775342342,4363.33056640625,3242400,0.0,0.0,-0.47392785625044803
2006-07-03,4383.511869013641,4572.102393938661,4363.330595128677,4495.552734375,4203600,0.0,0.0,-0.4499989610325225
2006-07-04,4558.18426575895,4585.3245995550715,4409.260382877665,4505.29541015625,894200,0.0,0.0,-0.44823578113997337
2006-07-05,4441.271491275959,4495.552151933986,4356.370970759559,4431.52880859375,1669500,0.0,0.0,-0.4615856853692605
2006-07-06,4349.413038809089,4411.34868048173,4256.857529343231,4398.12646484375,3041800,0.0,0.0,-0.4676306715913574
2006-07-07,4453.798187022901,4577.669449099476,4432.9210080212315,4558.18408203125,2157200,0.0,0.0,-0.43866425839946566
2006-07-10,4509.471370277287,4724.50634765625,4509.471370277287,4724.50634765625,1708300,0.0,0.0,-0.40856410100763374
2006-07-11,4730.073691479128,4731.465503658465,4636.822275463503,4662.57080078125,1854500,0.0,0.0,-0.4197728811555063
2006-07-12,4690.407044368004,4766.260808141908,4565.143948227612,4662.57080078125,1613800,0.0,0.0,-0.4197728811555063
2006-07-13,4579.061733799817,4613.857035728387,4461.45361328125,4461.45361328125,1738100,0.0,0.0,-0.45617004647311626
2006-07-14,4313.921168386716,4345.23693747486,4227.628826899387,4325.0556640625,2432400,0.0,0.0,-0.48085465333546024
2006-07-17,4306.266133805614,4328.535124801377,4098.886155157574,4105.84521484375,1703700,0.0,0.0,-0.5205262451011435
2006-07-18,4069.6587981770836,4206.752297363281,4023.0330903320314,4175.4365234375,4010400,0.0,0.0,-0.5079319641496186
2006-07-19,4209.5359217122395,4238.068071289063,4116.284506022135,4175.4365234375,1631400,0.0,0.0,-0.5079319641496186
2006-07-20,4301.39524486104,4357.76363425333,4245.02685546875,4245.02685546875,1033500,0.0,0.0,-0.4953378599314061
2006-07-21,4176.131900129994,4265.90377400381,4176.131900129994,4224.1494140625,1893700,0.0,0.0,-0.49911615305352924
2006-07-24,4265.208391422555,4301.3955078125,4189.354628220554,4301.3955078125,700700,0.0,0.0,-0.48513654803166434
2006-07-25,4342.453269371049,4443.359635406114,4255.465022789097,4293.0439453125,1222300,0.0,0.0,-0.4866479713205011
2006-07-26,4314.616584095528,4349.411879128557,4116.283402407266,4279.8212890625,1811600,0.0,0.0,-0.4890409403722843
2006-07-27,4328.535043874088,4359.850811876393,4213.710561198972,4293.73974609375,1028400,0.0,0.0,-0.4865220488353168
2006-07-28,4304.178565457819,4304.178565457819,4198.400854552468,4227.62890625,1233000,0.0,0.0,-0.49848645226095145
2006-07-31,4279.8206875332135,4446.838080217436,4268.686194687598,4419.69775390625,1728100,0.0,0.0,-0.46372680945067507
2006-08-01,4446.839813666322,4523.389481820202,4373.769675883072,4405.08544921875,1749200,0.0,0.0,-0.4663712700062018
2006-08-02,4356.371054372479,4405.084468718498,4314.61669921875,4314.61669921875,1686100,0.0,0.0,-0.48274384407984994
2006-08-03,4349.412324112269,4349.412324112269,4212.31884765625,4212.31884765625,1561100,0.0,0.0,-0.5012571887682875
2006-08-04,4231.108889720155,4325.05620881756,4147.600161633573,4302.09130859375,1407100,0.0,0.0,-0.48501062554648
2006-08-07,4245.026179846939,4272.862417091837,4213.014507015307,4262.423828125,1044900,0.0,0.0,-0.49218944433517337
2006-08-08,4280.517309176537,4335.493876795615,4255.464696084299,4314.61669921875,799100,0.0,0.0,-0.48274384407984994
2006-08-09,4344.541606652077,4391.16731346702,4258.945159812704,4272.86328125,960300,0.0,0.0,-0.4903001652241274
2006-08-10,4243.635133474465,4243.635133474465,4147.60009765625,4147.60009765625,1884200,0.0,0.0,-0.5129696588568973
2006-08-11,4203.271336117987,4229.019852580961,4182.394160607467,4217.189453125,832200,0.0,0.0,-0.5003757313719974
2006-08-14,4258.249241840895,4293.7404514068185,4190.050446988728,4211.62353515625,598400,0.0,0.0,-0.5013830228868156
2006-08-15,4210.230850883152,4412.043569355237,4183.090519778285,4401.60498046875,1453800,0.0,0.0,-0.46700114753209215
2006-08-16,4425.962775735295,4449.623583026961,4318.097330729167,4436.4013671875,1643800,0.0,0.0,-0.46070387450634526
2006-08-17,4446.838941415528,4467.7161195442395,4384.903312967018,4394.64599609375,945500,0.0,0.0,-0.4682605491172478
2006-08-18,4349.41278787023,4349.41278787023,4280.518089310366,4332.01513671875,1378200,0.0,0.0,-0.4795951633836483
2006-08-21,4293.740531521136,4366.810670226115,4279.822409863044,4311.13818359375,164600,0.0,0.0,-0.4833733681391152
2006-08-22,4328.536109744095,4419.00390625,4302.091676919292,4419.00390625,501600,0.0,0.0,-0.46385237846923427
2006-08-23,4411.348337695773,4467.716726298606,4350.8045129001375,4429.44189453125,1221500,0.0,0.0,-0.46196336445815717
2006-08-24,4384.904249205771,4419.003647430034,4350.108944895298,4398.12646484375,1011000,0.0,0.0,-0.4676306715913574
2006-08-25,4408.564727715235,4436.4009690899165,4306.26654066328,4374.46533203125,634100,0.0,0.0,-0.47191274302087405
2006-08-28,4368.898008950243,4368.898008950243,4269.383447739684,4300.69921875,634900,0.0,0.0,-0.4852625588835049
2006-08-29,4314.617147004585,4370.289626320773,4314.617147004585,4363.33056640625,683500,0.0,0.0,-0.47392785625044803
2006-08-30,4377.248829808728,4439.88037109375,4360.547085466056,4439.88037109375,778400,0.0,0.0,-0.46007426208042373
2006-08-31,4451.0148759375,4484.4183646875,4349.41259765625,4349.41259765625,1601000,0.0,0.0,-0.4764466594207593
2006-09-01,4353.588331673307,4402.997662163845,4335.494774028884,4366.810546875,857500,0.0,0.0,-0.47329806709121397
2006-09-04,4407.868040514155,4484.417690728325,4370.289121318107,4483.02587890625,818100,0.0,0.0,-0.4522660075991214
2006-09-05,4490.681025752315,4578.365174093365,4487.897401995457,4565.8388671875,1816200,0.0,0.0,-0.43727893432912573
2006-09-06,4589.499850533755,4624.295148869872,4544.961868663526,4558.18408203125,1126800,0.0,0.0,-0.43866425839946566
2006-09-07,4495.552973090277,4509.471093749999,4384.2080078125,4384.2080078125,1648900,0.0,0.0,-0.47014956312832495
2006-09-08,4391.166740212012,4416.219355528594,4315.31298828125,4315.31298828125,981300,0.0,0.0,-0.48261783322800933
2006-09-11,4334.7986419508325,4408.564680808881,4314.617367168913,4387.6875,1006100,0.0,0.0,-0.4695198623357471
2006-09-12,4398.822308012605,4554.705269093894,4398.12640193635,4537.3076171875,3043500,0.0,0.0,-0.44244237478827625
2006-09-13,4592.979654716394,4892.21923828125,4592.283748708104,4892.21923828125,4985700,0.0,0.0,-0.3782122753787458
2006-09-14,4940.932883271408,5010.523487261146,4830.283822927724,4916.576171875,2026200,0.0,0.0,-0.3738042814640449
2006-09-15,4864.383500339673,4899.1788043478255,4753.038527513587,4801.751953125,1084500,0.0,0.0,-0.3945845843524251
2006-09-18,4704.324835379464,4871.34228515625,4686.927184361049,4871.34228515625,1384800,0.0,0.0,-0.38199048013421266
2006-09-19,4773.914888603743,4864.382663460665,4718.242411768713,4787.8330078125,1594100,0.0,0.0,-0.39710356425604887
2006-09-20,4705.019669194927,4765.563480941704,4620.815057455157,4655.6103515625,1889800,0.0,0.0,-0.4210325478406307
2006-09-21,4610.377220650743,4683.447350185585,4524.084877200072,4540.78662109375,2059100,0.0,0.0,-0.4418127623623547
2006-09-22,4485.113693117909,4523.388519048318,4419.698536073211,4446.8388671875,2040900,0.0,0.0,-0.45881494886192437
2006-09-25,4435.008280458399,4516.4292703867895,4425.961503799688,4464.236328125,994200,0.0,0.0,-0.4556664448990353
2006-09-26,4523.389128813149,4759.997175551068,4512.25463249607,4759.30126953125,1897400,0.0,0.0,-0.40226709308185565
2006-09-27,4801.751578669662,4850.465000482253,4763.476747245484,4791.31298828125,1622200,0.0,0.0,-0.3964737750968148
2006-09-28,4802.447336582831,4856.032098924068,4732.160830135234,4759.9970703125,780900,0.0,0.0,-0.40214117059667137
2006-09-29,4740.511177175516,4759.996543141593,4679.967361495206,4718.2421875,991600,0.0,0.0,-0.40969775684091764
2006-10-02,4645.17198237985,4693.885396427279,4572.101861308707,4689.7099609375,989600,0.0,0.0,-0.4148613740333807
2006-10-03,4599.9392999387255,4645.173196231618,4574.886680453432,4613.857421875,649000,0.0,0.0,-0.4285887806182519
2006-10-04,4592.97974355122,4730.073229836007,4558.184442463711,4704.32470703125,908400,0.0,0.0,-0.4122164716445726
2006-10-05,4801.751113452909,4836.54641137648,4648.651802589193,4671.61669921875,1175600,0.0,0.0,-0.41813580048145405
2006-10-06,4704.323434627758,4759.299995476218,4662.569084616268,4732.15966796875,565000,0.0,0.0,-0.40717904203726263
2006-10-09,4739.815161132812,4819.148435008769,4707.803489217953,4773.91455078125,690800,0.0,0.0,-0.3996224557930164
2006-10-10,4801.751937402909,4940.933152979805,4801.751937402909,4927.7109375,1815400,0.0,0.0,-0.37178916823447083
2006-10-11,4944.412151982678,5003.564162245665,4923.534971889858,4976.423828125,1952700,0.0,0.0,-0.3629733571383815
2006-10-12,4940.932791813531,5061.324534487298,4923.535141138132,5059.23681640625,1261900,0.0,0.0,-0.34798628386838587
2006-10-13,5114.908884789511,5181.715857978598,5080.809492224247,5178.236328125,1697100,0.0,0.0,-0.3264503577022435
2006-10-16,5184.500594808141,5208.161402891829,5089.16145635328,5148.3134765625,1077700,0.0,0.0,-0.33186564313176264
2006-10-17,5101.686670401254,5128.131097283705,4952.066886724228,4961.8095703125,1190300,0.0,0.0,-0.36561817116053336
2006-10-18,4977.119498966942,5076.634052707473,4899.873936273244,5052.27734375,1489800,0.0,0.0,-0.3492457738201978
2006-10-19,4940.93242872807,5000.084436677631,4876.9090789473685,4958.330078125,18376900,0.0,0.0,-0.36624787195311115
2006-10-20,4982.68655271079,4988.2538002557185,4887.3474385038935,4898.48193359375,1112100,0.0,0.0,-0.37707888464543077
2006-10-23,4898.48193359375,4898.48193359375,4898.48193359375,4898.48193359375,0,0.0,0.0,-0.37707888464543077
2006-10-24,4872.733643092105,4975.031821546052,4851.8564638157895,4958.330078125,1616200,0.0,0.0,-0.36624787195311115
2006-10-25,4968.7682182933195,5009.826667155967,4940.93198177627,5000.083984375,807300,0.0,0.0,-0.3586914624421774
2006-10-26,5045.319429668273,5139.2667569793375,5045.319429668273,5089.857421875,2139500,0.0,0.0,-0.3424447224870574
2006-10-27,5080.114401338001,5114.909705456754,5045.319097219247,5075.93896484375,881100,0.0,0.0,-0.34496361402402487
2006-10-30,5032.792192760943,5032.792192760943,4943.02031874737,4960.41796875,1204000,0.0,0.0,-0.365870016130902
2006-10-31,4961.113327526133,5003.563588850174,4961.113327526133,4993.125,696500,0.0,0.0,-0.35995086402733306
2006-11-01,4993.125,4993.125,4993.125,4993.125,0,0.0,0.0,-0.35995086402733306
2006-11-02,4993.126186348731,5050.190485621288,4917.968328770241,4920.751953125,765600,0.0,0.0,-0.3730485698196265
2006-11-03,4940.932129928471,5023.744936049808,4928.4058231202025,4986.166015625,1105300,0.0,0.0,-0.3612102656124887
2006-11-06,5003.563630372751,5129.52260354347,4996.604571081551,5125.34716796875,1500600,0.0,0.0,-0.3360219688094075
2006-11-07,5184.500111632835,5322.985416628128,5139.266218041407,5290.27783203125,2192300,0.0,0.0,-0.3061736563879442
2006-11-08,5240.172136579241,5290.277368164063,5160.142947242373,5261.04931640625,1314200,0.0,0.0,-0.31146328443224786
2006-11-09,5287.494447617493,5330.640625,5212.336590241514,5330.640625,1633500,0.0,0.0,-0.2988690034807229
2006-11-10,5292.365086146763,5305.587300037202,5244.347572544643,5261.04931640625,1295900,0.0,0.0,-0.31146328443224786
2006-11-13,5300.019940079894,5330.639803179094,5174.060957785453,5226.25390625,1360900,0.0,0.0,-0.3177603807246822
2006-11-14,5176.844433989653,5240.171876319679,5128.826922772381,5149.7041015625,2121100,0.0,0.0,-0.33161397489470656
2006-11-15,5219.990874692316,5219.990874692316,5052.973435694028,5080.11376953125,750800,0.0,0.0,-0.344208079112919
2006-11-16,5107.949961014954,5284.014176292445,5107.949961014954,5264.52880859375,1023700,0.0,0.0,-0.31083358363967006
2006-11-17,5274.271297132515,5279.838544840269,5219.294726018455,5246.43505859375,1163700,0.0,0.0,-0.3141080984543997
2006-11-20,5226.950047834035,5246.435416139101,5167.102130897046,5195.63427734375,1008300,0.0,0.0,-0.32330176537269817
2006-11-21,5219.29503647752,5323.68093720707,5218.599130472656,5289.58154296875,1232000,0.0,0.0,-0.3062996672397848
2006-11-22,5328.551368015095,5407.188733117055,5323.680026814089,5337.59814453125,1551300,0.0,0.0,-0.29760986699553604
2006-11-23,5359.8678108027325,5421.107536503932,5341.774255481923,5365.43505859375,957500,0.0,0.0,-0.29257208392160106
2006-11-24,5357.780715039063,5379.353802734375,5198.418228515625,5219.29541015625,820100,0.0,0.0,-0.3190196939431816
2006-11-27,5254.09081114593,5309.067390494344,5191.4592650528,5263.83349609375,690900,0.0,0.0,-0.3109594177581981
2006-11-28,5156.663161159206,5200.505236618455,5107.9497439822635,5149.7041015625,1276000,0.0,0.0,-0.33161397489470656
2006-11-29,5210.94404742234,5284.710082281684,5192.154585712884,5264.52880859375,1428800,0.0,0.0,-0.31083358363967006
2006-11-30,5286.797313933327,5299.3236205873745,5137.8734459352045,5164.31787109375,763300,0.0,0.0,-0.328969249239211
2006-12-01,5198.417855241733,5295.148789897503,5177.5406751002,5208.8564453125,856100,0.0,0.0,-0.3209088846875713
2006-12-04,5240.171947763481,5323.6806640625,5212.3357089971405,5323.6806640625,479700,0.0,0.0,-0.300128581799191
2006-12-05,5344.557436708861,5497.65673828125,5344.557436708861,5497.65673828125,1687000,0.0,0.0,-0.26864327707033175
2006-12-06,5498.352944907462,5504.616098496143,5428.762349477675,5469.82080078125,565000,0.0,0.0,-0.2736808834109542
2006-12-07,5455.9038650282655,5551.938907550447,5431.547151345104,5539.41259765625,1143000,0.0,0.0,-0.26108651409277295
2006-12-08,5487.2195638431895,5528.9739295794725,5462.862850497025,5510.88037109375,630700,0.0,0.0,-0.266250131285236
2006-12-11,5497.657521120151,5560.2890625,5497.657521120151,5560.2890625,350300,0.0,0.0,-0.25730839770396235
